Outlet Code,Outlet Name,Type,Town,Owner Name,Phone,Onboarded,Credit Days,Latitude,Longitude,Status
OA0455,Ram Mobiles,General Trade,Chennai,Vignesh Babu,98059-34537,2023-05-04,30,13.045534,80.245103,Inactive
OA0456,Lakshmi Digital,Mobile Specialist,COIMBATORE,Vijay Krishnan,6878936376,15-Aug-19,0,11.009008,76.982772,Active
OA0457,Jeyam Traders,Premium Reseller,MADURAI,Rajesh Raj,0,11-Oct-20,45,9.882748,78.086115,Hold
OA0458,Saravana Agencies,Premium Reseller,Tiruchirappalli,Ramesh R,,2019-11-12,0,10.766114,78.727176,Active
OA0459,Amman Mobiles,Premium Reseller,trichy,Prabhu Murugan,,28/06/2019,,10.781044,78.683406,dormant
OA0460,Big C Electronics,General Trade,Mdu,Ramesh Nathan,81369-23645,2021-04-30,0,9.959469,78.144624,Active
OA0461,Chennai Silks Traders,General Trade,SALEM,Muthu Nathan,9014210690,2024-06-25,COD,11.67686,78.134577,ACTIVE
OA0462,Royal Digital,General Trade,salem,Muthu Kumar,0,10/03/2020,0,11.65944,78.150183,ACTIVE
OA0463,Royal Cellpoint,Premium Reseller,TIRUNELVELI,Rajesh Murugan,7648648706,2022-06-16,30,8.674649,77.734936,Active
OA0464,Saravana Mobiles,Mobile Specialist,KARUR,Vijay Krishnan,7698911995,31-Dec-23,30 days,10.994306,78.114154,Active
OA0465,Vasanth Electronics,General Trade,VELLORE,Ramesh Murugan,6472262981,21-May-23,,12.888076,79.107847,Active
OA0466,Vinayaga Communications,General Trade,Karur,Prabhu Krishnan,+91 65251 05935,2019-10-05,30,,,Hold
OA0467,Devi Enterprises,Mobile Specialist,Erode,Suresh M,8848460275,16/07/2019,30,11.361148,77.680512,Dormant
OA0468,Ram Enterprises,General Trade,DINDIGUL,Anand Nathan,6679261150,2022-06-24,15,10.391915,77.980298,ACTIVE
OA0469,Sri Balaji Infotech,Premium Reseller,Tanjore,Karthik M,9367851048,12-Sep-22,45,10.776369,79.147347,
OA0470,Sangeetha Mobiles,General Trade,Vellore,Suresh Krishnan,8848226230,2021-05-08,30 days,12.941498,79.141354,dormant
OA0471,Amman Cellpoint,General Trade,KARUR,Dinesh Kumar,6091067043,02/03/2025,15,10.968052,78.073425,Active
OA0472,Big C Gadgets,General Trade,Coimbatore,Rajesh R,73085-89420,10-Nov-24,45,10.999346,76.979612,Active
OA0473,Ganesh Cellpoint,Multi-Yard,TIRUPUR,Ramesh Krishnan,9532884700,11/11/2022,45,11.085799,77.363615,
OA0474,Mobile World Electronics,General Trade,madurai,Arun Murugan,7259568535,30-Sep-20,0,9.928772,78.114673,Inactive
OA0475,Ganesh Infotech,General Trade,TIRUPUR,Saravanan Krishnan,7857088512,07-Jan-22,30 days,11.10858,77.37366,active
OA0476,Anandha Telecom,General Trade,Karur,Suresh Nathan,9515275261,17/02/2024,45,,,Dormant
OA0477,Mobile World Cellpoint,Mobile Specialist,KARUR,Prabhu V,6130797279,22-Nov-21,30 days,10.938615,78.043663,Hold
OA0478,Big C Mobile,Mobile Specialist,tirupur,Dinesh V,8908789570,09/10/2024,15,11.102097,77.3545,Hold
OA0479,Vasanth Cellpoint,General Trade,Trichy,Saravanan Kumar,7086865721,21/09/2023,30 days,10.771899,78.728024,Active
OA0480,Mobile World Digital,General Trade,Tirunelveli,Rajesh V,+91 98002 14628,11/09/2020,,8.713044,77.799461,Active
OA0481,Muthu Traders,General Trade,chennai,Prabhu Kumar,85125-35554,09-Feb-24,30 days,13.058596,80.310073,
OA0482,New Star Digital,Premium Reseller,Mdu,Rajesh Murugan,8620206874,05/02/2022,30 days,9.899645,78.126804,Active
OA0483,Ram Gadgets,General Trade,CHENNAI,Dinesh Babu,79808-01232,2022-01-17,COD,13.078118,80.307623,Active
OA0484,Sangeetha Gadgets,General Trade,THANJAVUR,Rajesh M,7523061041,19/05/2021,45,10.813723,79.104744,ACTIVE
OA0485,Ram Traders,Multi-Yard,TIRUPUR,Dinesh Krishnan,7655770180,29/01/2020,,11.083287,77.335072,active
OA0486,Jeyam Infotech,Premium Reseller,Tiruppur,Hari Raj,9865255973,11/09/2021,30,11.126609,77.336949,ACTIVE
OA0487,Sri Krishna Enterprises,General Trade,Madras,Gopal V,6389624770,17/05/2025,0,13.095065,80.26091,Hold
OA0488,Karpagam Gadgets,General Trade,COIMBATORE,Suresh Babu,6892600707,23/07/2020,COD,11.036178,76.940128,ACTIVE
OA0489,Anandha Telecom,Mobile Specialist,CBE,Rajesh R,7009978357,29/06/2019,,11.030219,76.932263,active
OA0490,Amman Mobiles,Mobile Specialist,tirupur,Ramesh Nathan,9240849614,2021-10-13,COD,11.067397,77.29786,
OA0491,Royal Communications,Mobile Specialist,TIRUNELVELI,Ramesh Babu,+91 74566 47689,2021-11-01,30,8.722769,77.7176,ACTIVE
OA0492,Muthu Agencies,Premium Reseller,Vellore,Rajesh V,6026893017,30/10/2024,30,12.876551,79.108047,Active
OA0493,Bharath Traders,Mobile Specialist,SALEM,Arun M,+91 90098 42715,2020-03-20,,11.628942,78.109246,Active
OA0494,New Star Telecom,Mobile Specialist,Vellore,Vignesh Nathan,9611360924,01/06/2025,45,12.927708,79.090789,Dormant
OA0495,iStore Gadgets,Premium Reseller,erode,Dinesh Raj,7154821759,2023-05-28,30 days,11.37707,77.694625,
OA0496,Saravana Communications,Mobile Specialist,Nellai,Sathish M,+91 95933 49568,19/11/2023,30,8.674476,77.776018,Inactive
OA0497,New Star Mobile,General Trade,Coimbatore,Dinesh V,9777831539,21-Jun-24,30,,,Dormant
OA0498,Sangeetha Cellpoint,General Trade,Mdu,Arun Krishnan,75064-70294,2019-09-02,45,9.933334,78.110812,Dormant
OA0499,Selvam Digital,General Trade,Thanjavur,Karthik V,6548101180,01-Apr-21,45,10.793983,79.109957,Active
OA0500,Karpagam Infotech,Multi-Yard,madurai,Prabhu Babu,9363994281,26/04/2022,30,,,Inactive
OA0501,Big C Cellpoint,Premium Reseller,Coimbatore,Rajesh V,7505834063,2023-07-11,COD,11.021363,76.926371,Inactive
OA0502,Lakshmi Gadgets,General Trade,KARUR,Hari R,+91 90866 18663,2025-01-08,,10.981601,78.073004,dormant
OA0503,Sri Balaji Infotech,General Trade,Madurai,Anand Kumar,7179589216,2024-06-04,15,9.916377,78.153015,
OA0504,Karpagam Traders,General Trade,erode,Anand M,8027809015,01-May-21,0,11.369028,77.72137,Dormant
OA0505,Meenakshi Mobiles,Multi-Yard,KARUR,Arun R,9672676547,22-Jul-22,,10.98218,78.066089,Inactive
OA0506,Galaxy Cellpoint,Premium Reseller,dindigul,Suresh Kumar,9139836669,23/08/2024,30 days,,,Active
OA0507,Galaxy Traders,General Trade,VELLORE,Vijay Nathan,0,06/01/2024,45,12.948718,79.128027,Active
OA0508,Saravana Mobile,Multi-Yard,CHENNAI,Ramesh V,+91 67731 90102,29/07/2023,0,13.051168,80.247745,Inactive
OA0509,Saravana Digital,Mobile Specialist,VELLORE,Gopal Krishnan,8667843697,20/08/2022,30,12.955107,79.139504,Active
OA0510,Prime Cellpoint,Mobile Specialist,VELLORE,Prabhu Nathan,6391784826,10/09/2019,30,12.878823,79.172305,Dormant
OA0511,Thangam Telecom,General Trade,Tirupur,Vijay S,6216778949,21/04/2024,,11.127896,77.333357,Active
OA0512,Universal Mobiles,Mobile Specialist,Dindigul,Sathish Nathan,9775200240,2022-07-17,0,10.347807,77.947239,Hold
OA0513,Devi Telecom,General Trade,Thanjavur,Muthu Murugan,7871685248,09/07/2023,COD,10.81909,79.169181,Dormant
OA0514,Jeyam Digital,Mobile Specialist,Coimbatore,Vignesh M,6455082884,2021-11-27,15,11.012971,76.936431,Hold
OA0515,New Star Infotech,Mobile Specialist,Karur,Gopal Raj,6093099492,2021-02-26,COD,10.941666,78.115418,
OA0516,Meenakshi Agencies,General Trade,DINDIGUL,Sathish S,,2020-08-29,,10.387182,78.002802,Active
OA0517,Sri Balaji Gadgets,General Trade,THANJAVUR,Prabhu Kumar,+91 65787 03321,20/05/2023,0,10.768687,79.148047,Active
OA0518,Thangam Mobile,General Trade,Thanjavur,Prabhu M,8211365589,21/10/2021,30,10.764203,79.140027,Active
OA0519,Sakthi Cellpoint,Mobile Specialist,Cbe,Anand R,+91 77918 65921,2024-09-28,30,11.009293,76.918435,ACTIVE
OA0520,Sangeetha Agencies,General Trade,TIRUNELVELI,Bala Krishnan,,2024-01-05,30,8.747317,77.738351,Dormant
OA0521,Meenakshi Mobile,Mobile Specialist,TIRUPUR,Sathish R,8313240199,2023-02-18,30,,,active
OA0522,Galaxy Telecom,Multi-Yard,SALEM,Bala S,8848477167,2021-02-27,30 days,11.62078,78.176659,ACTIVE
OA0523,Mobile World Mobiles,Premium Reseller,CBE,Sathish S,7857132280,2022-09-24,30 days,11.050688,76.937727,Active
OA0524,Vasanth Electronics,General Trade,Tirunelveli,Sathish Murugan,9295827538,31/12/2020,0,8.736996,77.717668,Active
OA0525,Meenakshi Electronics,Mobile Specialist,Madurai,Dinesh M,,03/01/2021,15,9.936869,78.096356,dormant
OA0526,Galaxy Cellpoint,General Trade,DINDIGUL,Vijay Nathan,,25/04/2021,30 days,10.328442,77.974713,Hold
OA0527,Devi Mobile,Multi-Yard,Cbe,Anand Raj,,29-Oct-20,,11.059081,76.978886,Active
OA0528,Mobile World Infotech,General Trade,madurai,Sathish Krishnan,6689442228,13-Sep-21,30,9.928704,78.120348,Active
OA0529,iStore Enterprises,Multi-Yard,chennai,Ravi M,6267355228,2020-11-01,15,,,Dormant
OA0530,Selvam Agencies,Premium Reseller,Tiruchirappalli,Hari Krishnan,6852791795,08/02/2023,30,10.803293,78.733443,active
OA0531,Prime Cellpoint,Mobile Specialist,Madurai,Hari Babu,+91 87917 41542,24/07/2024,,9.920901,78.081548,Dormant
OA0532,City Communications,General Trade,KARUR,Sathish Krishnan,+91 74723 42490,06/01/2021,15,10.981808,78.039451,Active
OA0533,Universal Mobile,Mobile Specialist,Vellore,Naveen V,7059094737,01/09/2022,15,12.880363,79.128197,Inactive
OA0534,Royal Traders,Mobile Specialist,Erode,Senthil M,9478669432,01-Dec-24,0,11.301015,77.721842,dormant
OA0535,Ram Traders,General Trade,DINDIGUL,Hari M,7406399449,2020-09-22,0,10.401148,77.953396,ACTIVE
OA0536,Bharath Traders,General Trade,THANJAVUR,Hari M,0,05-Jan-25,0,,,dormant
OA0537,Selvam Digital,Mobile Specialist,Trichy,Saravanan Krishnan,+91 69323 00001,15-May-24,30,10.778437,78.73514,
OA0538,Royal Infotech,General Trade,TIRUNELVELI,Karthik Raj,9084141591,19/12/2019,30,8.727129,77.768006,active
OA0539,Ram Infotech,Multi-Yard,Madras,Sathish R,63158-57553,2024-09-24,30,13.062512,80.306845,dormant
OA0540,Karpagam Mobile,General Trade,Coimbatore,Prabhu S,9982642269,25/10/2022,30 days,11.026468,76.941392,ACTIVE
OA0541,Chennai Silks Mobiles,General Trade,Karur,Karthik Raj,9361467298,2024-10-15,COD,10.917414,78.119986,Active
OA0542,Kumaran Traders,Multi-Yard,Thanjavur,Gopal S,,18/04/2024,30,10.763136,79.165676,ACTIVE
OA0543,Poorvika Agencies,General Trade,VELLORE,Ramesh Nathan,919061623338,2020-05-31,,12.946122,79.151028,
OA0544,Sri Balaji Telecom,Mobile Specialist,ERODE,Arun Krishnan,6905177265,17/07/2024,15,11.342309,77.730306,ACTIVE
OA0545,Vasanth Agencies,Premium Reseller,tirupur,Hari R,7150857068,24/09/2023,0,11.15307,77.334591,Active
OA0546,Ganesh Agencies,General Trade,madurai,Prabhu Kumar,82062-19533,2023-05-22,30 days,9.967229,78.121377,Active
OA0547,Vinayaga Gadgets,General Trade,Vellore,Karthik V,93818-20722,29/11/2023,30,12.937341,79.146525,Active
OA0548,Lakshmi Gadgets,Mobile Specialist,trichy,Ramesh Krishnan,9536841038,17/02/2024,30 days,10.764231,78.718942,
OA0549,Royal Gadgets,General Trade,Dindigul,Senthil Murugan,7579571140,25/07/2024,30 days,10.326962,77.98906,dormant
OA0550,Galaxy Mobile,Mobile Specialist,Salem,Naveen Babu,+91 98997 11498,26/10/2023,45,11.659676,78.109943,Inactive
OA0551,Meenakshi Enterprises,General Trade,chennai,Suresh Babu,7674823366,2023-03-10,,13.085557,80.268362,Active
OA0552,Poorvika Mobile,Mobile Specialist,madurai,Bala Raj,918609405818,15/04/2025,30,9.923074,78.150476,Dormant
OA0553,Anandha Agencies,General Trade,chennai,Arun R,+91 87380 98358,22/10/2022,15,,,Active
OA0554,Modern Digital,General Trade,Vellore,Sathish Murugan,6132773706,21/06/2019,COD,12.901788,79.089605,
OA0555,Big C Infotech,General Trade,erode,Ramesh Raj,8658617124,2021-08-04,30,11.321323,77.72679,Inactive
OA0556,Amman Traders,Mobile Specialist,Erode,Suresh R,8883040980,2025-03-26,45,11.328383,77.677177,Dormant
OA0557,Modern Mobiles,General Trade,KARUR,Karthik Murugan,7134974944,2020-02-14,30 days,10.993755,78.048418,Inactive
OA0558,Mobile World Agencies,Mobile Specialist,Mdu,Karthik R,,2020-01-19,COD,9.944367,78.089854,Active
OA0559,Karpagam Cellpoint,General Trade,Vellore,Sathish R,7564758072,11/09/2021,,,,dormant
OA0560,Sri Krishna Communications,Mobile Specialist,erode,Vignesh R,8369843083,13/05/2020,45,,,dormant
OA0561,Muthu Cellpoint,General Trade,VELLORE,Saravanan V,8785610021,16/08/2022,30 days,12.930341,79.12938,dormant
OA0562,Big C Gadgets,General Trade,Mdu,Muthu Babu,,19/07/2023,COD,9.896236,78.150969,dormant
OA0563,Anandha Traders,Multi-Yard,DINDIGUL,Rajesh Kumar,,2021-09-06,,10.334086,77.951264,Active
OA0564,Sakthi Mobile,Multi-Yard,Tirupur,Bala Kumar,0,10-Oct-21,30,11.139931,77.368208,active
OA0565,Ram Traders,Mobile Specialist,erode,Suresh V,+91 62545 23998,01/04/2023,0,11.300001,77.74125,
OA0566,Ganesh Gadgets,Premium Reseller,COIMBATORE,Arun Babu,,2023-10-29,30,11.01308,76.947187,Active
OA0567,City Gadgets,General Trade,coimbatore,Rajesh R,7162495792,31/05/2023,COD,10.986389,76.946774,Hold
OA0568,Vinayaga Mobiles,General Trade,Karur,Manoj R,6890167601,23-Feb-21,15,11.001161,78.081594,ACTIVE
OA0569,Bharath Gadgets,Mobile Specialist,Madurai,Saravanan Murugan,9069687827,20-Sep-21,0,9.913299,78.153729,dormant
OA0570,New Star Infotech,General Trade,Chennai,Vijay V,9548207930,23/11/2022,30,13.040172,80.248949,ACTIVE
OA0571,Amman Telecom,General Trade,TIRUNELVELI,Gopal R,8035591429,2019-10-29,45,8.712457,77.762661,active
OA0572,Galaxy Traders,Multi-Yard,Erode,Arun Kumar,7553854471,19/08/2019,30 days,,,
OA0573,Muthu Communications,Premium Reseller,Vellore,Saravanan S,7059185028,12/03/2024,,12.873062,79.154893,active
OA0574,Amman Digital,Mobile Specialist,Tiruchirappalli,Senthil Raj,8628892104,31/07/2020,45,10.822728,78.737759,
OA0575,Ganesh Gadgets,Mobile Specialist,TIRUPUR,Anand R,8160809190,14/06/2023,,11.14219,77.314619,Active
OA0576,Lakshmi Digital,General Trade,salem,Ramesh Kumar,86433-31961,2024-07-20,30,11.687512,78.178319,Active
OA0577,Saravana Digital,Premium Reseller,Erode,Ramesh R,0,2019-07-25,,11.335706,77.72204,dormant
OA0578,Sri Krishna Cellpoint,General Trade,Karur,Senthil Kumar,9919333961,01/05/2022,30 days,10.980725,78.07231,
OA0579,Saravana Telecom,General Trade,KARUR,Arun Murugan,0,30/05/2025,30,10.94458,78.07693,Hold
OA0580,iStore Mobiles,General Trade,DINDIGUL,Bala Kumar,6985670174,30-Mar-20,COD,,,
OA0581,Mobile World Telecom,General Trade,Tirunelveli,Vijay Babu,9688912452,30-Jan-22,30 days,8.688879,77.712839,Active
OA0582,Vasanth Digital,General Trade,Dindigul,Prabhu R,7549530361,26/09/2020,COD,10.374449,77.960513,Inactive
OA0583,Anandha Mobile,Multi-Yard,Karur,Gopal Kumar,0,2019-08-26,45,10.997552,78.086066,Dormant
OA0584,iStore Electronics,Mobile Specialist,COIMBATORE,Dinesh Murugan,7230622489,25-Dec-19,30,11.052389,76.951891,Active
OA0585,Meenakshi Cellpoint,Premium Reseller,Vellore,Arun Nathan,7574566211,16/12/2020,30,12.959234,79.157399,Hold
OA0586,Lakshmi Infotech,General Trade,Tanjore,Vignesh Kumar,+91 70374 03793,18/07/2022,COD,,,Active
OA0587,Big C Communications,General Trade,ERODE,Sathish Nathan,919137410445,01/09/2024,0,11.314773,77.714455,
OA0588,Sri Balaji Electronics,Multi-Yard,coimbatore,Ramesh M,8494966310,09-Oct-21,45,10.994182,76.987727,Dormant
OA0589,Sakthi Electronics,General Trade,salem,Rajesh Nathan,+91 84846 08435,2021-03-12,,11.656939,78.117539,Dormant
OA0590,Selvam Electronics,General Trade,coimbatore,Senthil Raj,9089312189,2022-12-20,30,11.048019,76.979005,Hold
OA0591,City Traders,General Trade,Vellore,Muthu S,+91 98480 45866,25/12/2020,0,12.949301,79.094265,dormant
OA0592,iStore Electronics,Multi-Yard,Mdu,Dinesh R,917419465449,12/10/2020,,,,
OA0593,New Star Digital,General Trade,ERODE,Muthu S,+91 84445 51948,2024-08-29,COD,11.370285,77.717124,active
OA0594,Sangeetha Cellpoint,General Trade,Trichy,Muthu S,0,19/10/2022,30 days,10.774687,78.696454,Active
OA0595,Sangeetha Cellpoint,Mobile Specialist,trichy,Vijay Kumar,,17/10/2020,,10.815987,78.738045,Active
OA0596,Saravana Mobile,General Trade,Trichy,Manoj Nathan,8785268242,08-Feb-24,30,10.776364,78.691181,
OA0597,Selvam Electronics,General Trade,erode,Gopal Murugan,6938728137,2019-06-26,30,11.356869,77.748599,Active
OA0598,Devi Gadgets,General Trade,Erode,Ramesh Kumar,66002-77322,07/05/2021,COD,11.299977,77.704412,Active
OA0599,Saravana Cellpoint,General Trade,Vellore,Hari Raj,9539905619,19/08/2023,0,12.895894,79.107956,Inactive
OA0600,Muthu Gadgets,General Trade,VELLORE,Senthil Raj,8943863719,21/10/2020,0,12.886254,79.12558,ACTIVE
OA0601,Prime Agencies,General Trade,KARUR,Karthik R,,18/12/2024,30 days,10.985282,78.052783,active
OA0602,Sangeetha Electronics,Mobile Specialist,Tirunelveli,Gopal Kumar,,09/06/2025,30,8.755435,77.714238,ACTIVE
OA0603,Amman Enterprises,General Trade,Trichy,Vijay Raj,6356476579,2025-01-05,,10.80119,78.679022,ACTIVE
OA0604,Meenakshi Enterprises,General Trade,salem,Karthik Babu,6861991933,2022-06-05,30,11.680337,78.167231,Active
OA0605,Sri Krishna Infotech,Premium Reseller,erode,Senthil V,6011681928,05/03/2023,45,11.320076,77.69972,dormant
OA0606,Big C Electronics,Multi-Yard,TIRUNELVELI,Prabhu V,7738098818,19/07/2021,COD,8.723078,77.719318,active
OA0607,Jeyam Digital,Mobile Specialist,Tiruchirappalli,Vijay M,84152-73357,25-Sep-22,0,10.75793,78.659869,ACTIVE
OA0608,Devi Gadgets,Mobile Specialist,CHENNAI,Manoj Raj,8683262033,2023-02-06,15,13.126957,80.239457,Dormant
OA0609,Kumaran Infotech,General Trade,trichy,Vijay R,6612054318,09-Mar-20,,10.768518,78.687545,Active
OA0610,Vasanth Gadgets,Mobile Specialist,Karur,Ramesh Babu,98608-54374,01/01/2023,30,10.970155,78.041411,
OA0611,Royal Traders,Premium Reseller,Thanjavur,Rajesh V,74650-16563,2020-10-10,30,10.807555,79.142063,
OA0612,Sri Balaji Infotech,General Trade,KARUR,Ravi S,64433-96980,2021-06-22,COD,10.986168,78.120824,
OA0613,Devi Infotech,General Trade,Chennai,Dinesh R,9249502777,20/12/2023,15,13.057306,80.288936,Active
OA0614,Sri Balaji Traders,Mobile Specialist,trichy,Suresh R,9643656283,2020-01-21,45,10.75316,78.717947,dormant
OA0615,Selvam Electronics,Premium Reseller,Tiruppur,Prabhu Babu,8908964308,2022-03-22,30 days,11.072642,77.329532,ACTIVE
OA0616,,General Trade,Salem,Dinesh R,8195016914,06/10/2024,,,,Dormant
OA0617,Bharath Agencies,General Trade,CHENNAI,Vignesh Kumar,,2024-09-27,,13.125331,80.24411,Dormant
OA0618,City Telecom,General Trade,Chennai,Gopal V,+91 71274 33554,2023-02-22,,13.049131,80.24571,Active
OA0619,Muthu Infotech,Mobile Specialist,erode,Arun Raj,7282970427,30/03/2020,15,11.296111,77.724293,active
OA0620,Ganesh Infotech,Premium Reseller,erode,Gopal R,919057825982,17-May-22,0,11.345916,77.688938,Active
OA0621,Mobile World Enterprises,General Trade,Erode,Ramesh M,8708460978,09-Oct-20,30 days,11.3223,77.699207,dormant
OA0622,Ganesh Enterprises,Premium Reseller,COIMBATORE,Karthik R,9465742990,03/11/2019,30 days,10.977144,76.988266,ACTIVE
OA0623,Sakthi Traders,General Trade,CBE,Hari M,8363642106,26/06/2023,0,11.003063,76.963886,Active
OA0624,Saravana Enterprises,Mobile Specialist,CBE,Anand V,6038142289,17/01/2022,15,11.027485,76.96995,Active
OA0625,Karpagam Agencies,Premium Reseller,dindigul,Karthik Babu,8597745078,13/03/2025,,10.369548,77.943381,dormant
OA0626,Galaxy Cellpoint,General Trade,VELLORE,Prabhu Nathan,7863096170,03/06/2019,COD,12.879032,79.116438,active
OA0627,Jeyam Digital,General Trade,trichy,Muthu Nathan,,2023-02-23,0,10.760292,78.735889,Active
OA0628,Selvam Infotech,General Trade,Tanjore,Vijay Murugan,+91 77076 79800,29-Nov-19,COD,10.767087,79.133369,
OA0629,Big C Traders,Multi-Yard,Coimbatore,Senthil Babu,7938356009,03/04/2022,COD,11.001414,76.943093,ACTIVE
OA0630,Anandha Telecom,General Trade,Erode,Ramesh Babu,6213532644,18/06/2024,30 days,11.332173,77.719372,ACTIVE
OA0631,Chennai Silks Gadgets,General Trade,KARUR,Karthik S,90444-77325,22/05/2021,30,10.970823,78.065476,Hold
OA0632,Prime Electronics,General Trade,Dindigul,Arun R,0,2021-05-22,COD,10.318735,77.950914,Hold
OA0633,Chennai Silks Cellpoint,General Trade,Tirunelveli,Ramesh S,8027065317,06/12/2024,,8.757947,77.781641,Inactive
OA0634,Poorvika Cellpoint,Mobile Specialist,Nellai,Naveen S,,17/11/2022,,8.722022,77.75272,Hold
OA0635,Kumaran Gadgets,General Trade,Karur,Saravanan Krishnan,9637350376,29/10/2022,COD,,,Active
OA0636,Poorvika Electronics,General Trade,Salem,Ravi R,917410418137,14/11/2023,45,11.667659,78.120421,Active
OA0637,Vinayaga Enterprises,Mobile Specialist,SALEM,Bala Krishnan,7326692850,08/01/2021,30,11.691735,78.10291,
OA0638,Royal Enterprises,General Trade,TIRUNELVELI,Muthu Krishnan,8594923074,08-Apr-25,30,8.703918,77.791486,Active
OA0639,Mobile World Gadgets,General Trade,SALEM,Vijay M,7923267919,23-Apr-24,30 days,11.708997,78.119404,active
OA0640,Chennai Silks Agencies,General Trade,chennai,Vijay M,7786595929,02/01/2021,30,13.043724,80.314744,active
OA0641,Bharath Enterprises,Multi-Yard,Thanjavur,Suresh V,99454-85501,2025-03-16,30,10.808358,79.131759,active
OA0642,Anandha Telecom,Premium Reseller,ERODE,Muthu R,9198938891,22-Feb-25,,11.325217,77.690522,Active
OA0643,Sri Krishna Communications,General Trade,TIRUNELVELI,Ramesh V,7328949995,05-Jun-19,,8.686304,77.744828,Hold
OA0644,Karpagam Enterprises,Premium Reseller,SALEM,Rajesh Babu,9361693807,2025-04-30,,11.651799,78.1321,Dormant
OA0645,Karpagam Telecom,Mobile Specialist,Karur,Karthik Kumar,7325334271,2022-06-09,30 days,10.992229,78.089653,dormant
OA0646,Vinayaga Cellpoint,General Trade,THANJAVUR,Hari Nathan,+91 72996 13808,16/01/2021,45,10.763692,79.165268,Active
OA0647,Devi Infotech,Mobile Specialist,Vellore,Muthu Murugan,+91 75381 31011,03/07/2023,30,12.941882,79.105423,Dormant
OA0648,Vinayaga Digital,Mobile Specialist,THANJAVUR,Prabhu S,919783870549,23/07/2019,30,10.794406,79.094894,active
OA0649,Prime Mobile,General Trade,Thanjavur,Arun Nathan,6944746940,10/10/2023,45,10.793715,79.09663,Active
OA0650,Vinayaga Electronics,General Trade,Trichy,Anand Nathan,72000-33589,01/04/2021,0,10.832359,78.734188,Dormant
OA0651,iStore Digital,General Trade,Tiruppur,Manoj R,7949442344,14-Jan-25,30,11.14909,77.345388,ACTIVE
OA0652,Modern Infotech,Mobile Specialist,KARUR,Hari R,918159238050,03/04/2025,0,10.95836,78.080263,ACTIVE
OA0653,City Communications,Mobile Specialist,erode,Suresh Kumar,+91 71715 81263,2023-10-19,0,11.304326,77.732876,Hold
OA0654,Anandha Mobiles,Mobile Specialist,VELLORE,Vignesh M,0,2023-11-10,45,,,dormant
OA0655,Muthu Communications,Mobile Specialist,CBE,Karthik Raj,+91 60084 21610,27/09/2019,15,11.043962,76.944852,ACTIVE
OA0656,Ram Cellpoint,General Trade,TRICHY,Saravanan Kumar,9412603953,03-Jan-22,45,10.748531,78.713651,Inactive
OA0657,City Cellpoint,Mobile Specialist,Mdu,Prabhu Krishnan,,2025-06-08,15,9.937416,78.133863,Active
OA0658,Thangam Traders,General Trade,Tanjore,Anand S,9121529469,2021-04-09,30,10.797667,79.113814,
OA0659,Thangam Cellpoint,Premium Reseller,Salem,Senthil Babu,9522748435,15/06/2021,COD,11.645219,78.166622,Active
OA0660,Universal Mobile,Mobile Specialist,Madurai,Vignesh R,7282973467,18/05/2020,30 days,9.923466,78.111774,dormant
OA0661,Devi Cellpoint,Mobile Specialist,Erode,Naveen Murugan,7141733141,05-Aug-20,30,11.316019,77.736794,dormant
OA0662,Vinayaga Mobile,Mobile Specialist,Tanjore,Vignesh S,6589139729,20/05/2022,,10.743681,79.137785,Active
OA0663,New Star Agencies,Mobile Specialist,MADURAI,Hari Krishnan,8043295364,2023-08-05,COD,9.949309,78.158887,Active
OA0664,New Star Traders,Premium Reseller,MADURAI,Arun Murugan,+91 99885 88491,16-Mar-20,15,,,
OA0665,Muthu Enterprises,Mobile Specialist,Cbe,Arun V,,2024-05-21,,11.005085,76.925888,active
OA0666,Anandha Gadgets,Mobile Specialist,ERODE,Naveen S,74005-63872,02-Apr-20,30,11.367931,77.693657,Inactive
OA0667,Bharath Communications,General Trade,MADURAI,Sathish Babu,9633825910,08-Aug-22,30 days,9.945767,78.139549,Active
OA0668,Bharath Mobiles,General Trade,tirupur,Anand V,7028307916,07/06/2024,COD,11.135233,77.330963,Active
OA0669,Bharath Enterprises,Premium Reseller,Tirunelveli,Senthil V,9782682769,01-Feb-21,COD,8.679933,77.730408,Active
OA0670,Jeyam Digital,General Trade,Tiruppur,Karthik Krishnan,8254548973,13-Aug-19,30,11.120292,77.298521,Active
OA0671,Vasanth Traders,General Trade,ERODE,Vijay V,9987501187,2019-11-26,0,11.300405,77.724803,ACTIVE
OA0672,Saravana Cellpoint,Mobile Specialist,Vellore,Anand M,60918-65068,04/11/2023,45,12.959728,79.158151,active
OA0673,Karpagam Cellpoint,Premium Reseller,Madurai,Ramesh Murugan,9294243989,15/08/2019,30,9.886665,78.133642,
OA0674,Thangam Enterprises,Mobile Specialist,tirupur,Muthu S,8518732900,08/01/2020,30,11.077481,77.315017,dormant
OA0675,Jeyam Enterprises,Mobile Specialist,madurai,Saravanan Babu,,26-Sep-21,45,9.94605,78.093803,Hold
OA0676,Prime Cellpoint,General Trade,KARUR,Anand Babu,9097661323,26/06/2021,30,10.965511,78.075446,Active
OA0677,Chennai Silks Electronics,General Trade,Mdu,Manoj Babu,7993100817,27/07/2022,30 days,9.912397,78.080802,Hold
OA0678,Kumaran Electronics,Premium Reseller,Karur,Vijay Krishnan,9550877176,21-Mar-24,30 days,10.992148,78.049303,Dormant
