Outlet Code,Month,Units,Value
OA0701,2026-05,7,553000
OA0701,2026-06,11,748000
OA0701,2026-07,13,1222000
OA0705,2026-02,1,79000
OA0705,2026-03,1,79000
OA0705,2026-04,1,79000
OA0708,2026-02,69,4278000
OA0708,2026-03,29,1798000
OA0708,2026-04,28,2632000
OA0708,2026-05,38,3002000
OA0708,2026-06,35,4515000
OA0708,2026-07,43,5547000
OA0712,2026-02,25,1550000
OA0712,2026-03,16,1504000
OA0712,2026-04,15,1185000
OA0712,2026-05,12,816000
OA0712,2026-06,24,2256000
OA0712,2026-07,16,2064000
OA0714,2026-03,1,68000
OA0715,2026-02,2,136000
OA0715,2026-03,2,158000
OA0715,2026-04,0,0
OA0715,2026-05,3,387000
OA0715,2026-06,1,129000
OA0715,2026-07,2,258000
OA0716,2026-02,5,310000
OA0716,2026-03,7,553000
OA0718,2026-02,3,282000
OA0718,2026-03,8,632000
OA0718,2026-04,6,408000
OA0718,2026-05,5,395000
OA0718,2026-06,9,1161000
OA0718,2026-07,4,376000
OA0719,2026-02,3,204000
OA0719,2026-03,5,395000
OA0719,2026-04,8,544000
OA0722,2026-02,1,62000
OA0722,2026-03,1,62000
OA0724,2026-02,1,68000
OA0726,2026-02,13,806000
OA0726,2026-03,16,1088000
OA0726,2026-04,10,1290000
OA0726,2026-05,10,620000
OA0726,2026-06,18,1692000
OA0726,2026-07,19,1786000
OA0727,2026-02,34,2686000
OA0727,2026-03,19,2451000
OA0727,2026-04,30,3870000
OA0727,2026-05,35,2765000
OA0727,2026-06,46,4324000
OA0727,2026-07,34,2108000
OA0728,2026-02,6,408000
OA0728,2026-03,9,558000
OA0728,2026-04,2,158000
OA0729,2026-02,9,558000
OA0729,2026-03,9,1161000
OA0729,2026-04,12,1548000
OA0729,2026-05,3,204000
OA0729,2026-06,6,774000
OA0729,2026-07,1,79000
OA0731,2026-02,47,3713000
OA0731,2026-03,52,3536000
OA0731,2026-04,33,2046000
OA0731,2026-05,52,3536000
OA0731,2026-06,33,2046000
OA0731,2026-07,24,3096000
OA0732,2026-03,1,62000
OA0733,2026-02,15,1935000
OA0733,2026-03,21,1974000
OA0733,2026-04,0,0
OA0733,2026-05,17,1343000
OA0733,2026-06,3,282000
OA0733,2026-07,10,620000
OA0734,2026-02,1,62000
OA0735,2026-02,10,680000
OA0735,2026-03,10,790000
OA0735,2026-04,11,1419000
OA0735,2026-05,11,1034000
OA0735,2026-06,13,806000
OA0735,2026-07,11,869000
OA0736,2026-02,20,1360000
OA0736,2026-03,23,2162000
OA0736,2026-04,19,1292000
OA0736,2026-05,27,2538000
OA0736,2026-06,21,2709000
OA0736,2026-07,12,816000
OA0737,2026-02,4,516000
OA0737,2026-03,9,558000
OA0737,2026-04,4,516000
OA0737,2026-05,4,316000
OA0737,2026-06,11,1034000
OA0737,2026-07,8,752000
OA0738,2026-02,2,158000
OA0738,2026-03,4,376000
OA0738,2026-04,2,124000
OA0738,2026-05,2,136000
OA0738,2026-06,3,387000
OA0738,2026-07,3,204000
OA0739,2026-02,1,62000
OA0741,2026-02,61,5734000
OA0741,2026-03,35,4515000
OA0741,2026-04,30,1860000
OA0741,2026-05,26,1612000
OA0741,2026-06,39,2652000
OA0741,2026-07,53,6837000
OA0742,2026-02,33,2607000
OA0742,2026-03,17,1343000
OA0742,2026-04,30,2040000
OA0742,2026-05,55,5170000
OA0742,2026-06,42,2604000
OA0742,2026-07,51,6579000
OA0743,2026-02,1,79000
OA0743,2026-03,1,62000
OA0743,2026-04,1,68000
OA0744,2026-02,42,2856000
OA0744,2026-03,25,1550000
OA0744,2026-04,50,3950000
OA0744,2026-05,22,2068000
OA0744,2026-06,25,1550000
OA0744,2026-07,11,1419000
OA0745,2026-02,3,186000
OA0747,2026-02,4,316000
OA0747,2026-03,2,136000
OA0747,2026-04,3,204000
OA0747,2026-05,1,68000
OA0749,2026-02,10,790000
OA0749,2026-03,12,1548000
OA0749,2026-04,7,476000
OA0749,2026-05,10,790000
OA0749,2026-06,7,476000
OA0749,2026-07,18,1422000
OA0750,2026-02,19,2451000
OA0750,2026-03,15,1185000
OA0750,2026-04,10,790000
OA0750,2026-05,13,1677000
OA0750,2026-06,16,1264000
OA0750,2026-07,10,940000
OA0752,2026-02,15,1020000
OA0752,2026-03,9,558000
OA0752,2026-04,9,1161000
OA0752,2026-05,19,1501000
OA0752,2026-06,8,544000
OA0752,2026-07,18,1224000
OA0753,2026-02,1,68000
OA0754,2026-02,1,79000
OA0755,2026-02,3,204000
OA0755,2026-03,20,2580000
OA0755,2026-04,14,1806000
OA0755,2026-05,10,1290000
OA0755,2026-06,14,1106000
OA0755,2026-07,10,680000
OA0757,2026-02,5,310000
OA0757,2026-03,3,204000
OA0757,2026-04,5,395000
OA0758,2026-02,26,2054000
OA0758,2026-03,20,1360000
OA0758,2026-04,28,3612000
OA0758,2026-05,13,1222000
OA0758,2026-06,1,129000
OA0758,2026-07,26,1612000
OA0760,2026-02,3,237000
OA0760,2026-03,7,553000
OA0760,2026-04,4,316000
OA0760,2026-05,9,558000
OA0760,2026-06,4,376000
OA0760,2026-07,4,272000
OA0761,2026-02,19,1178000
OA0761,2026-03,19,1786000
OA0761,2026-04,20,2580000
OA0761,2026-05,34,4386000
OA0761,2026-06,29,1798000
OA0761,2026-07,28,2632000
OA0762,2026-02,5,395000
OA0762,2026-03,6,408000
OA0762,2026-04,14,868000
OA0762,2026-05,7,476000
OA0762,2026-06,9,846000
OA0762,2026-07,15,1020000
OA0764,2026-02,5,340000
OA0764,2026-03,3,204000
OA0764,2026-04,4,376000
OA0764,2026-05,2,158000
OA0764,2026-06,2,258000
OA0764,2026-07,3,237000
OA0765,2026-02,1,79000
OA0765,2026-03,1,79000
OA0766,2026-02,1,79000
OA0766,2026-03,5,395000
OA0766,2026-04,3,204000
OA0766,2026-05,4,316000
OA0767,2026-02,1,94000
OA0767,2026-03,3,387000
OA0767,2026-04,3,204000
OA0767,2026-05,1,94000
OA0767,2026-06,1,68000
OA0767,2026-07,3,204000
OA0769,2026-02,1,79000
OA0769,2026-03,2,158000
OA0770,2026-02,8,752000
OA0770,2026-03,15,1935000
OA0770,2026-04,8,544000
OA0770,2026-05,14,1806000
OA0770,2026-06,11,1034000
OA0770,2026-07,5,470000
OA0771,2026-02,2,188000
OA0771,2026-03,2,136000
OA0771,2026-04,3,237000
OA0771,2026-05,2,158000
OA0771,2026-06,1,68000
OA0771,2026-07,1,94000
OA0772,2026-02,1,68000
OA0773,2026-02,8,496000
OA0773,2026-03,3,204000
OA0773,2026-04,3,186000
OA0774,2026-02,4,248000
OA0775,2026-02,1,62000
OA0776,2026-02,3,186000
OA0776,2026-04,1,94000
OA0776,2026-05,2,124000
OA0776,2026-06,6,564000
OA0776,2026-07,3,186000
OA0777,2026-02,2,158000
OA0777,2026-03,2,158000
OA0777,2026-04,5,395000
OA0779,2026-02,1,79000
OA0779,2026-03,3,237000
OA0779,2026-04,4,316000
OA0782,2026-02,1,68000
OA0783,2026-02,53,3604000
OA0783,2026-03,17,1054000
OA0783,2026-04,39,2418000
OA0783,2026-05,47,3713000
OA0783,2026-06,20,2580000
OA0783,2026-07,19,1292000
OA0785,2026-02,2,124000
OA0785,2026-03,18,2322000
OA0785,2026-04,10,1290000
OA0785,2026-05,13,806000
OA0785,2026-06,1,129000
OA0785,2026-07,9,711000
OA0786,2026-02,1,68000
OA0786,2026-03,2,158000
OA0786,2026-04,3,204000
OA0787,2026-02,1,62000
OA0788,2026-02,32,2176000
OA0788,2026-03,13,1027000
OA0788,2026-04,28,1736000
OA0788,2026-05,12,948000
OA0788,2026-06,27,2538000
OA0788,2026-07,3,186000
OA0789,2026-02,2,158000
OA0789,2026-03,1,79000
OA0795,2026-02,7,553000
OA0795,2026-03,3,237000
OA0795,2026-04,1,62000
OA0797,2026-02,10,620000
OA0797,2026-03,0,0
OA0797,2026-04,8,1032000
OA0797,2026-05,16,1088000
OA0797,2026-06,11,869000
OA0797,2026-07,15,1410000
OA0798,2026-02,1,68000
OA0798,2026-03,1,62000
OA0798,2026-04,1,79000
OA0799,2026-02,4,376000
OA0799,2026-03,10,620000
OA0799,2026-04,7,658000
OA0799,2026-05,8,752000
OA0799,2026-06,5,340000
OA0799,2026-07,9,711000
OA0800,2026-02,3,237000
OA0800,2026-03,5,395000
OA0800,2026-04,2,124000
OA0800,2026-05,4,316000
OA0800,2026-06,2,136000
OA0800,2026-07,1,79000
OA0804,2026-02,15,930000
OA0804,2026-03,2,158000
OA0804,2026-04,28,2632000
OA0804,2026-05,34,4386000
OA0804,2026-06,19,1786000
OA0804,2026-07,15,1410000
OA0806,2026-02,2,136000
OA0806,2026-03,1,68000
OA0806,2026-04,4,316000
OA0806,2026-05,1,62000
OA0808,2026-02,1,79000
OA0810,2026-02,1,68000
OA0810,2026-03,1,68000
OA0810,2026-04,1,79000
OA0811,2026-02,1,68000
OA0812,2026-02,7,434000
OA0812,2026-03,30,1860000
OA0812,2026-04,28,2212000
OA0812,2026-05,47,2914000
OA0812,2026-06,35,4515000
OA0812,2026-07,48,4512000
OA0815,2026-02,12,948000
OA0815,2026-03,16,2064000
OA0815,2026-04,17,2193000
OA0815,2026-05,4,272000
OA0815,2026-06,16,2064000
OA0815,2026-07,0,0
OA0816,2026-02,24,3096000
OA0816,2026-03,31,2108000
OA0816,2026-04,24,1632000
OA0816,2026-05,7,903000
OA0816,2026-06,16,1504000
OA0816,2026-07,7,903000
OA0820,2026-02,1,79000
OA0820,2026-03,2,136000
OA0820,2026-04,2,124000
